TIC ID,Products,Exoplanet
30034081,14,
31313085,14,
31602748,14,
32036415,14,
32036692,14,
32051052,14,
32051872,14,
32052027,14,
32052608,14,
32069592,14,
32071556,14,
32091606,14,
33716196,14,
33733803,14,
33735382,14,
33767134,14,
33833443,14,
38425946,14,
38459063,14,
38460940,14,
38467928,14,
38507813,14,
38507842,14,
38510224,14,
38519052,14,
38572873,14,
38572963,14,
38604353,14,
38633243,14,
38696264,14,
40893005,14,
40895175,14,
41112771,14,
41227922,14,
41331819,14,
41464899,14,
41529304,14,
41532123,14,
55271188,14,
55272169,14,
55481208,14,
55526343,14,
55559079,14,
55603433,14,
141097027,14,
141270589,14,
141429030,14,
141771691,14,
142015852,14,
149059584,14,
149272506,14,
149303766,14,
149502950,14,
149542119,14,
149543900,14,
149573659,14,
149625812,14,
149629077,14,
149913598,14,
149988068,14,
149990367,14,
150029275,14,
150140723,14,
150142806,14,
150165735,14,
150167420,14,
150168739,14,
150185574,14,
150185581,14,
150191881,14,
150271169,14,
150273301,14,
150389853,14,
150394361,14,
150427790,14,
150438041,14,
150442841,14,
166969346,14,
166970183,14,
167009292,14,
167011368,14,
167011856,14,
167087316,14,
167089585,14,
167121012,14,
167250266,14,
167303776,14,
167526485,14,
167554039,14,
167554898,14,
167695253,14,
167719377,14,
176986215,14,
177023707,14,
179209305,14,
198081977,14,
220395677,14,
220402024,14,
220436792,14,
220459813,14,
231740238,14,
231743104,14,
231744384,14,
237930351,14,
237933451,14,
237933846,14,HD 25171 b
237937517,14,
237940278,14,
238201491,14,
238202274,14,
238225894,14,
238227273,14,
260160482,14,
260241701,14,
260268898,14,
260301896,14,
260353507,14,
260370506,14,
260371000,14,
260417220,14,
260474194,14,
260540380,14,
260638705,14,
260947637,14,
260949692,14,
260972178,14,
261105116,14,
261107361,14,
261107397,14,
261327578,14,
269857621,14,
270474754,14,
271597672,14,
272004930,14,
272127517,14,
272316124,14,
272362527,14,
276864600,14,
278898255,14,
278987417,14,
279156966,14,
279252161,14,
279360385,14,
279360449,14,
279429722,14,
279477956,14,
279573219,14,
287400661,14,
293164978,14,
293165262,14,
293267933,14,
293936969,14,
294093233,14,
294093302,14,
294625561,14,
294750180,14,
300037819,14,
300705632,14,
300867814,14,
306472057,14,
306576033,14,
306774665,14,
306774815,14,
306895365,14,
306898162,14,
308453624,14,
309658086,14,
319259160,14,
339960404,14,
340007359,14,
348899659,14,
348995958,14,
349092320,14,
349155285,14,
349828641,14,
350343101,14,
350345682,14,
350479646,14,
350480660,14,
350716888,14,
350763445,14,
350954916,14,
350954963,14,
358290020,14,
364326091,14,
364424541,14,
373843872,14,
373846934,14,
374857047,14,
374910243,14,
374997695,14,
375032207,14,
375034482,14,
375037245,14,
381924233,14,
381977500,14,
382044382,14,
382186532,14,
382188816,14,
382200946,14,
388128331,14,
388130395,14,
389368692,14,
389499588,14,
389568266,14,
391745863,14,
391746578,14,
391949001,14,
396694704,14,
396694790,14,
396697309,14,
396697394,14,
396722474,14,
407621351,14,
410447919,14,
425084841,14,
453095065,14,
471013513,14,
