TIC ID,Products,Exoplanet
25063396,11,
25065290,11,
25065357,11,
25115993,11,
25116013,11,
25133966,11,
25134442,11,
25194844,11,
29762098,11,
29781591,11,
29925818,11,
30108310,11,
30274184,11,
30315127,11,
30466249,11,
30466384,11,
30470531,11,
30631330,11,
30642087,11,
30758948,11,
30851433,11,
31108321,11,
31177972,11,
31380847,11,
31412505,11,
31925538,11,
31927068,11,
31929321,11,
31943231,11,
31945490,11,
31945773,11,
31960109,11,
31960529,11,
31960580,11,
31963132,11,
31963524,11,
31998443,11,
32000460,11,
32068755,11,
32068795,11,
32069304,11,
32072079,11,
32090064,11,
32093131,11,
32151066,11,
32151781,11,
32151799,11,
33716474,11,
33717509,11,
33734143,11,
33735178,11,
33767826,11,
33832107,11,
33834757,11,
33834805,11,
33864553,11,
33864849,11,
33866571,11,
33877176,11,
38396606,11,
38396965,11,
38424405,11,
38460465,11,
38461195,11,
38466803,11,
38507576,11,
38510324,11,
38518773,11,
38518913,11,
38573584,11,
38573641,11,
38574033,11,
38585015,11,
38632461,11,
38632722,11,
38632730,11,
38633445,11,
38696692,11,
38707949,11,
38708024,11,
38812902,11,
38813099,11,
38828707,11,
38843897,11,
38878468,11,
38941401,11,
40277178,11,
40666800,11,
40799637,11,
40800142,11,
40971930,11,
41032824,11,
41109842,11,
41173156,11,
41256040,11,
41260743,11,
41482876,11,
41590169,11,
41594564,11,
55272119,11,
55291551,11,
55383589,11,
55400333,11,
55401985,11,
55480220,11,
55523992,11,
55559135,11,
55602559,11,
55606169,11,
55659311,11,
55756813,11,
55783426,11,
139369634,11,
140578606,11,
140595953,11,
140597353,11,
140796854,11,
140968260,11,
141030721,11,
141092369,11,
141127253,11,
141154115,11,
141186325,11,
141268605,11,
141334555,11,
141334793,11,
141412290,11,
141423033,11,
141423812,11,
141428620,11,
141482802,11,
141610916,11,
141625559,11,
141625605,11,
141714191,11,
141867895,11,
141909444,11,
141945750,11,
141974066,11,
141974495,11,
141977795,11,
141979579,11,
141980295,11,
142019171,11,
142051786,11,
142081602,11,
142083629,11,
142085569,11,
142104686,11,
142110536,11,
142148228,11,
149036758,11,
149039116,11,
149039308,11,
149059950,11,
149107585,11,
149124536,11,
149158724,11,
149158789,11,
149177049,11,
149216864,11,
149217342,11,
149218072,11,
149251443,11,
149251611,11,
149251911,11,
149274422,11,
149303648,11,
149346675,11,
149350447,11,
149388641,11,
149393781,11,
149394257,11,
149445580,11,
149497904,11,
149501485,11,
149539016,11,
149539621,11,
149542709,11,
149572646,11,
149598676,11,
149599971,11,
149601140,11,
149625254,11,
149664254,11,
149665462,11,
149902176,11,
149914697,11,
149931754,11,
149933776,11,
149933986,11,
149934431,11,
149935043,11,
149975922,11,
149976395,11,
149989535,11,
149992221,11,
149993720,11,
150062772,11,
150063580,11,
150068381,11,
150098979,11,
150106948,11,
150107176,11,
150144570,11,
150144941,11,
150145438,11,
150145456,11,
150185586,11,
150188071,11,
150246394,11,
150275459,11,
150296560,11,
150324656,11,
150324787,11,
150355764,11,
150361104,11,
150361803,11,
150389760,11,
150443046,11,
160472514,11,
160488140,11,
160491524,11,
160520118,11,
160534848,11,
160535421,11,
160583570,11,
160583993,11,
160585543,11,
160599479,11,
160601436,11,
160601539,11,
160601962,11,
160601980,11,
160602230,11,
160602772,11,
160602798,11,
160602888,11,
160603620,11,
160603693,11,
160604543,11,
160604654,11,
160617891,11,
165497850,11,
165529451,11,
165529484,11,
165530589,11,
165550566,11,
165551262,11,
165551380,11,
165551886,11,
165553033,11,
165553836,11,
165555225,11,
165555520,11,
166969516,11,
166975502,11,
166975595,11,
167004593,11,
167006262,11,
167006919,11,
167007932,11,
167008987,11,
167010740,11,
167011964,11,
167042054,11,
167085372,11,
167121581,11,
167123841,11,
167166946,11,
167167306,11,
167167844,11,
167169234,11,
167303666,11,
167306166,11,
167338701,11,
167343133,11,
167343765,11,
167367933,11,
167368506,11,
167524310,11,
167524340,11,
167524365,11,
167526476,11,
167527371,11,
167551581,11,
167603285,11,
167603396,11,
167652166,11,
167656297,11,
167695122,11,
167720130,11,
167720952,11,
167721057,11,
167749916,11,
167888006,11,
167895487,11,
176875333,11,
176936580,11,
176954655,11,
176958411,11,
176960094,11,
176980995,11,
177019332,11,
177032912,11,
177034802,11,
177036523,11,
177038190,11,
177075958,11,
177077527,11,
177078853,11,
177113114,11,
177114979,11,
177115013,11,
177115492,11,
177118942,11,
177163233,11,
177163235,11,
177163429,11,
177165867,11,
177180032,11,
177241128,11,
177255509,11,
177256886,11,
177256965,11,
177258092,11,
177284702,11,
177285265,11,
177308676,11,
177309573,11,
177353341,11,
177386579,11,
177389261,11,
179043292,11,
179438607,11,
179439249,11,
179639063,11,
198159165,11,
198159527,11,
198159633,11,
198161157,11,
198161957,11,
198161978,11,
198162530,11,
198176724,11,
198177008,11,
198179808,11,
198180316,11,
198180690,11,
198180712,11,
198181354,11,
198182602,11,
198182603,11,
198184006,11,
198184195,11,
198185064,11,
198187008,11,
198187317,11,
198187563,11,
198190160,11,
198208765,11,
198209547,11,
198210974,11,
198235884,11,
198240299,11,
198240464,11,
198242334,11,
198242745,11,
198278424,11,
198279609,11,
198279711,11,
198279826,11,
198279926,11,
198279946,11,
198279995,11,
198280388,11,
198281243,11,
198281815,11,
198281945,11,
198353866,11,
198353919,11,
198357134,11,
198357224,11,
198357383,11,
198357756,11,
198357824,11,
198358201,11,
198360971,11,
198361505,11,
198364270,11,
198365600,11,
198365901,11,
198366297,11,
198366332,11,
198366429,11,
198366558,11,
198382150,11,
198383981,11,
198387299,11,
198420284,11,
198457457,11,
198459133,11,
198479501,11,
199524246,11,
199526445,11,
199526452,11,
199547911,11,
199549679,11,
199574692,11,
199607751,11,
199610621,11,
199610706,11,
199610766,11,
199613875,11,
199617159,11,
199617178,11,
199617352,11,
199666719,11,
199686461,11,
199709235,11,
199710127,11,
199712989,11,
199713440,11,
199714039,11,
199714061,11,
199715780,11,
207493775,11,
207493901,11,
207497114,11,
219090281,11,
219090355,11,
219092312,11,
219099171,11,
219105888,11,
219105944,11,
219106078,11,
219108187,11,
219108912,11,
219109618,11,
219110155,11,
219112910,11,
219112937,11,
219117614,11,
219144928,11,
219206484,11,
219429062,11,
219429236,11,
219740650,11,
219742409,11,
219750378,11,
219750901,11,
219751163,11,
219753167,11,
219754045,11,
219755548,11,
219756138,11,
219756788,11,
219757469,11,
219758536,11,
219760573,11,
219761293,11,
219761807,11,
219761825,11,
219762465,11,
219762708,11,
219765170,11,
219765652,11,
219765758,11,
219771711,11,
219771875,11,
219773944,11,
219773961,11,
219774920,11,
219778773,11,
219778840,11,
219779375,11,
219779655,11,
219787696,11,
219788053,11,
219791033,11,
219791066,11,
219791988,11,
219792132,11,
219792161,11,
219792306,11,
219792330,11,
219795383,11,
219795960,11,
219796423,11,
219796429,11,
219797791,11,
219800321,11,
219800534,11,
219801023,11,
219802774,11,
219804674,11,
219804982,11,
219805525,11,
219806074,11,
219809022,11,
219810107,11,
219810111,11,
219811064,11,
219811092,11,
219811394,11,
219811568,11,
219811619,11,
219812327,11,
219812966,11,
219813604,11,
219814280,11,
219814336,11,
219814440,11,
219815833,11,
219816058,11,
219816797,11,
219817268,11,
219817433,11,
219817815,11,
219818889,11,
219819314,11,
219819462,11,
219821937,11,
219822382,11,
219822384,11,
219844197,11,
219844820,11,
219845310,11,
219845981,11,
219846123,11,
219846230,11,
219846818,11,
219849228,11,
219854987,11,
219855010,11,
219858309,11,
219860712,11,
219863949,11,
219865258,11,
219867620,11,
219868884,11,
219872444,11,
219872479,11,
219873323,11,
219873515,11,
219877043,11,
219877628,11,
219877950,11,
219878788,11,
219879989,11,
219880402,11,
219880891,11,
219880902,11,
219881066,11,
219881072,11,
219881125,11,
219883898,11,
219884489,11,
219892516,11,
219892705,11,
219893086,11,
219893265,11,
219894651,11,
219894715,11,
219894728,11,
219896037,11,
219896231,11,
219896547,11,
219898343,11,
219898822,11,
219898841,11,
219898924,11,
219899292,11,
219899295,11,
219900191,11,
220392644,11,
220395106,11,
220420859,11,
220424200,11,
220424315,11,
220424323,11,
220427527,11,
220427721,11,
220454984,11,
220454990,11,
220458139,11,
220459826,11,
220460307,11,
220471131,11,
220471204,11,
220473131,11,
220473234,11,
220474943,11,
220476416,11,
220476769,11,
220478259,11,
220478335,11,
224596017,11,
224596075,11,
224597987,11,
224604816,11,
224608302,11,
224608312,11,
224608361,11,
224608402,11,
229402092,11,
229402125,11,
229411011,11,
229412511,11,
229436791,11,
229438448,11,
229440229,11,
229440321,11,
229440557,11,
229442487,11,
229445805,11,
229448535,11,
229448538,11,
229448563,11,
229448844,11,
229449321,11,
229454007,11,
229454246,11,
229455001,11,
229459070,11,
229482394,11,
229483270,11,
229497183,11,
229580016,11,
229580412,11,
229580535,11,
229580544,11,
229581466,11,
229582596,11,
229582807,11,
229583294,11,
229583612,11,
229589737,11,
229590038,11,
229590398,11,
229594485,11,
229595921,11,
229596879,11,
229598224,11,
229605187,11,
229606077,11,
229609136,11,
229609179,11,
229611412,11,
229611466,11,
229612173,11,
229614485,11,
229615553,11,
229615572,11,
229615589,11,
229617501,11,
229618115,11,
229618154,11,
229618802,11,
229618806,11,
229619445,11,
229639192,11,
229639375,11,
229641091,11,
229641819,11,
229641974,11,
229642505,11,
229642722,11,
229642734,11,
229643470,11,
229643655,11,
229643864,11,
229645158,11,
229651097,11,
229669559,11,
229669567,11,
229670886,11,
229673520,11,
229674906,11,
229675066,11,
229675164,11,
229689153,11,
229700019,11,
229700266,11,
229702499,11,
229703987,11,
229704090,11,
229704512,11,
229705038,11,
229705174,11,
229706848,11,
229707225,11,
229710150,11,
229710351,11,
229712437,11,
229713285,11,
229713319,11,
229714508,11,
229715383,11,
229715404,11,
229715473,11,
229738635,11,
229739694,11,
229739823,11,
229739859,11,
229740993,11,
229742722,11,
229743039,11,
229743729,11,
229743813,11,
229745033,11,
229745140,11,
229746027,11,
229747669,11,
229748103,11,
229749266,11,
229750658,11,
229750665,11,
229762152,11,
229764977,11,
229770452,11,
229770777,11,
229771639,11,
229775229,11,
229777206,11,
229777486,11,
229779553,11,
229782841,11,
229782843,11,
229784122,11,
229786610,11,
229787083,11,
229788552,11,
229789901,11,
229792387,11,
229797200,11,
229798009,11,
229798535,11,
229937722,11,
229938646,11,
229940532,11,
229941419,11,
229945408,11,
229949018,11,
229955423,11,
229961049,11,
229962295,11,
229963053,11,
229965650,11,
229967136,11,
229970818,11,
229974817,11,
229975325,11,
229975344,11,
229977459,11,
230001220,11,
230019779,11,
230023734,11,
230066846,11,
230067474,11,
230069191,11,
230069213,11,
230069215,11,
230069390,11,
230075248,11,
230075780,11,
230075971,11,
230078501,11,
230081205,11,
230081402,11,
230081493,11,
230081514,11,
230082562,11,
230082687,11,
230083841,11,
230083885,11,
230084273,11,
230085246,11,
230086524,11,
230086683,11,
230086955,11,
230087050,11,
230088527,11,
230088548,11,
230088867,11,
230089327,11,
230089384,11,
230090072,11,
230091069,11,
230091377,11,
230091380,11,
230092338,11,
230093027,11,
230111524,11,
230112913,11,
230114598,11,
230114620,11,
230116900,11,
230117022,11,
230118494,11,
230118997,11,
230122702,11,
230123389,11,
230123475,11,
230123494,11,
230124369,11,
230125546,11,
230126658,11,
230128474,11,
230129303,11,
230129363,11,
230129453,11,
230129975,11,
230131532,11,
230131545,11,
230131630,11,
230132420,11,
230134331,11,
230134366,11,
230134387,11,
230134468,11,
230135143,11,
230136275,11,
230136289,11,
230136294,11,
230137150,11,
230137379,11,
230375343,11,
230375418,11,
230380987,11,
230381544,11,
230386284,11,
230394694,11,
230395147,11,
230395228,11,
231071856,11,
231075681,11,
231089348,11,
231098372,11,
231099372,11,
231796489,11,
231796533,11,
232603239,11,
232605099,11,
232605150,11,
232605172,11,
232607203,11,
232609730,11,
232611387,11,
232613051,11,
232615325,11,
232617075,11,
232620922,11,
232623426,11,
232632979,11,
232640311,11,
232647621,11,
232648441,11,
232649744,11,
232649745,11,
232649837,11,
232671983,11,
232674891,11,
232983488,11,
232983576,11,
233006012,11,
233008451,11,
233008502,11,
233008811,11,
233008894,11,
233010858,11,
233045685,11,
233048469,11,
233053168,11,
233053435,11,
233053492,11,
233055008,11,
233058441,11,
233060935,11,
233065340,11,
233067089,11,
233068870,11,
233071322,11,
233074272,11,
233075841,11,
233076052,11,
233079504,11,
233080541,11,
233081226,11,
233081670,11,
233081673,11,
233081745,11,
233084447,11,
233084587,11,
233086272,11,
233086534,11,
233087027,11,
233087046,11,
233087236,11,
233087395,11,
233088505,11,
233088548,11,
233088776,11,
233088905,11,
233089202,11,
233089750,11,
233090182,11,
233092824,11,
233093016,11,
233093251,11,
233093355,11,
233093637,11,
233093704,11,
233093949,11,
233094169,11,
233094446,11,
233094762,11,
233095090,11,
233096788,11,
233098331,11,
233098598,11,
233098914,11,
233121789,11,
233121908,11,
233122592,11,
233125189,11,
233127847,11,
233128511,11,
233128614,11,
233128719,11,
233128986,11,
233130512,11,
233152518,11,
233153219,11,
233158000,11,
233158114,11,
233158127,11,
233158270,11,
233158311,11,
233159009,11,
233193908,11,
233193964,11,GJ 687 b
233194878,11,
233195546,11,
233196419,11,
233197293,11,
233197921,11,
233198578,11,
233199086,11,
233199099,11,
233199292,11,
233199626,11,
233201130,11,
233201785,11,
233202555,11,
233203092,11,
233205846,11,
233206585,11,
233206916,11,
233207883,11,
233208007,11,
233208220,11,
233208285,11,
233208438,11,
233208532,11,
233209240,11,
233211303,11,
233211748,11,
233211759,11,
233211762,11,
233212372,11,
233212451,11,
233212628,11,
233212710,11,
233212727,11,
233231885,11,
233234082,11,
233234460,11,
233234793,11,
233234922,11,
233235752,11,
233235970,11,
233236139,11,
233238668,11,
233238892,11,
233495044,11,
233495065,11,
233496406,11,
233496887,11,
233497818,11,
233497870,11,
233498293,11,
233499061,11,
233499404,11,
233500642,11,
233501933,11,
233502254,11,
233502816,11,
233503400,11,
233503435,11,
233503533,11,
233504081,11,
233504734,11,
233504762,11,
233504880,11,
233525119,11,
233527600,11,
233528306,11,
233531272,11,
233531285,11,
233531296,11,
233537201,11,
233537455,11,
