TIC ID,Products,Exoplanet
21002564,7,
21002598,7,
21002602,7,
21018029,7,
21018081,7,
21123949,7,
21162252,7,
21228854,7,
29760003,7,
29835001,7,
29835586,7,
30526897,7,
31511559,7,
31635729,7,
31636394,7,
31637479,7,
31652979,7,
31655134,7,
31655633,7,
31655744,7,
31672646,7,
31672757,7,
31674565,7,
31675050,7,
31704508,7,
31705248,7,
31740375,7,
31743118,7,
31744187,7,
31746672,7,
31747041,7,
31747723,7,
31780319,7,
31798927,7,
31814908,7,
31815051,7,
31850397,7,
31850842,7,
31851192,7,
31871312,7,
31925499,7,
31929089,7,
31945640,7,
31945753,7,
31961302,7,
31961535,7,
31963250,7,
31963696,7,
31997926,7,
31998032,7,
31998055,7,
31999165,7,
32053468,7,
33715938,7,
33717846,7,
33734823,7,
33837338,7,
33861969,7,
33862296,7,
33862527,7,
33910322,7,
38396389,7,
38396720,7,
38397264,7,
38425745,7,
38466740,7,
38506944,7,
38510569,7,
38518851,7,
38519063,7,
38585998,7,
38601032,7,
38603673,7,
38696105,7,
38763953,7,
38940308,7,
40185044,7,
41088866,7,
41089123,7,
41170667,7,
41458738,7,
41461007,7,
41483279,7,
41591638,7,
47624981,7,
55363479,7,
55523962,7,
55557848,7,
139371053,7,
140510862,7,
140527554,7,
140687214,7,
140760434,7,
141527571,7,
141528060,7,
141542033,7,
141611489,7,
141806292,7,
141824150,7,
141826229,7,
141941986,7,
141980517,7,
142016767,7,
142086166,7,
142144729,7,
142148289,7,
149059773,7,
149160058,7,
149252305,7,
149449388,7,
149479134,7,
149573208,7,
149575810,7,
149914072,7,
149935338,7,
149973281,7,
149990841,7,
149991578,7,
150032410,7,
150273402,7,
150273712,7,
159331714,7,
159331746,7,
159331748,7,
159332615,7,
159332816,7,
159332944,7,
159333170,7,
159333953,7,
159334198,7,
159342413,7,
159343218,7,
159343581,7,
159345168,7,
159346040,7,
159346626,7,
159346681,7,
159398282,7,
159399516,7,
159400005,7,
159414267,7,
159414803,7,
159416266,7,
159416292,7,
159420389,7,
159420492,7,
159438895,7,
159452869,7,
159454467,7,
159464330,7,
159464591,7,
159466104,7,
159466164,7,
159502670,7,
159503019,7,
159508433,7,
159510109,7,
159511543,7,HD 150706 b
159539690,7,
160377020,7,
160394213,7,
160394950,7,
160395623,7,
160407906,7,
160407984,7,
160408381,7,
160408494,7,
160408550,7,
160409183,7,
160409377,7,
160409816,7,
160410138,7,
160410397,7,
160419363,7,
160419588,7,
160420098,7,
160420153,7,
160420318,7,
160420647,7,
160422453,7,
160424054,7,
160438389,7,
160440137,7,
160473885,7,
160489368,7,
160490151,7,
160490168,7,
160493203,7,
160550963,7,
160583415,7,
160603678,7,
161825707,7,
161826759,7,
161826777,7,
165548523,7,
165550166,7,
165555541,7,
167121881,7,
167201200,7,
167418903,7,
167604217,7,
167723383,7,
167792486,7,
167890721,7,
177038378,7,
177286278,7,
177308777,7,
177387632,7,
179214268,7,
179214292,7,
179382779,7,
188776869,7,
188820026,7,
198003939,7,
198006712,7,
198034174,7,
198035211,7,
198035432,7,
198036154,7,
198036199,7,
198038047,7,
198051539,7,
198051596,7,
198073414,7,
198075709,7,
198077325,7,
198080032,7,
198157910,7,
198206084,7,
198236586,7,
198281724,7,
198311788,7,
198312133,7,
198313671,7,
198314169,7,
198314276,7,
198314278,7,
198315831,7,
198315969,7,
198316180,7,
198316592,7,
198317043,7,
198318709,7,
198359735,7,
198359767,7,
198363657,7,
198380875,7,
198381445,7,
198381449,7,
198381838,7,
198383909,7,
198385148,7,
198385291,7,
198385324,7,
198385751,7,
198389642,7,
198410462,7,
198410480,7,
198410568,7,
198414580,7,
198417690,7,
198417895,7,
198479702,7,
198480572,7,
198516945,7,
198517015,7,
198537575,7,
198553653,7,
198553841,7,
198554945,7,
198556820,7,
198556895,7,
198557700,7,
198557860,7,
199522237,7,
199522589,7,
199525440,7,
199525882,7,
199573979,7,
199574208,7,
199574211,7,
199574273,7,
199608168,7,
199608520,7,
199608817,7,
199610180,7,
199610287,7,
199611434,7,
199611596,7,
199612990,7,
199613018,7,
199613021,7,
199613045,7,
199613228,7,
199613376,7,
199614787,7,
199616636,7,
199633399,7,
199633457,7,
199656692,7,
199659847,7,
199661915,7,
199666885,7,
199708729,7,
199708730,7,
199708739,7,
199711171,7,
199711311,7,
199712031,7,
202300163,7,
202351236,7,
202351457,7,
202353099,7,
202509348,7,
202510969,7,
202511148,7,
202511164,7,
202511282,7,
207399511,7,
207402722,7,
207402795,7,
207425445,7,
207431602,7,
207435297,7,
207437827,7,
207437867,7,
207437945,7,
207438800,7,
207439025,7,
207441150,7,
207441156,7,
207442234,7,
207462862,7,
207462962,7,
207464127,7,
207467295,7,
207489846,7,
207490175,7,
207491333,7,
207493152,7,
207493375,7,
207496306,7,
207496477,7,
207497136,7,
207502632,7,
219089934,7,
219100358,7,
219101992,7,
219102076,7,
219110898,7,
219144853,7,
219149521,7,
219149672,7,
219150325,7,
219154765,7,
219155831,7,
219155856,7,
219155952,7,
219161221,7,
219170436,7,
219170865,7,
219170912,7,
219171756,7,
219176630,7,
219182294,7,
219194614,7,
219196118,7,
219200476,7,
219205475,7,
219373714,7,
219376911,7,
219398128,7,
219398189,7,
219411071,7,
219415590,7,
219429013,7,
219730670,7,
219730823,7,
219731017,7,
219731502,7,
219731552,7,
219731796,7,
219732654,7,
219733216,7,
219733709,7,
219733793,7,
219738659,7,
219738733,7,
219739093,7,
219741352,7,
219757770,7,
219779729,7,
219806701,7,
219819948,7,
219851990,7,
219857398,7,
219857919,7,
219863795,7,
219872904,7,
219874385,7,
219878156,7,
220391207,7,
220391299,7,
220391805,7,
220392279,7,
220393448,7,
220396259,7,
220397479,7,
220398699,7,
220403645,7,
220419648,7,
220422988,7,
220426074,7,
